,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
31007,goes,go,VERB,,Sing,3,Pres,,,2,['goes'],[3632],36,36,Third-Person Present Tense Verb,"point is : you might be able to get a good deal on some nice furniture - - which i did - - but they ' re not very com ##mun ##icative and god forbid something goes wrong , you ' ll have to fight to get it resolved .","Point is : You might be able to get a good deal on some nice furniture -- which I did -- but they 're not very communicative and god forbid something goes wrong , you 'll have to fight to get it resolved ."
31051,drawers,drawer,NOUN,,Plur,,,,,1,['drawers'],[22497],40,40,Plural Noun,"after complaining on september 10th to national home furnishings , boyle ##s , the hickory furniture mart and home delivery service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would be returned .","After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would be returned ."
31115,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"gerry , i ca n ' t thank you enough for helping me cope with my fear .","Gerry , I ca n't thank you enough for helping me cope with my fear ."
31131,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"to my friend , thank you for your recommendation . . . you were true to your words in saying gerry is a "" saint ##ly instructor . . . absolutely simple the best instructor and best driving school there is !","To my friend , thank you for your recommendation ... you were true to your words in saying Gerry is a "" Saintly Instructor ... Absolutely Simple the Best Instructor and Best Driving school there is !"
31205,for,for,ADP,,,,,,,0,['for'],[2005],24,24,Causal-Final Case,"then he ren ##ig ##ged when he read my health care proxy , even though i agreed to be on the vent ##ila ##tor for 2 months following surgery ( as he had twice stated i must agree to ) .","Then he renigged when he read my Health Care Proxy , even though i agreed to be on the ventilator for 2 months following surgery ( as he had twice stated i must agree to ) ."
31242,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],5,5,Plural Noun,"i , along with my friends , consider this doctor to be the cause of my death as he is not even trying to save my life by operating .","I , along with my friends , consider this doctor to be the cause of my death as he is not even trying to save my life by operating ."
31272,for,for,ADP,,,,,,,0,['for'],[2005],28,28,Causal-Final Case,"even my pa i went to the other day said "" it must by comforting to have gone to a heart surgeon like him who will do nothing for you "" .","Even my PA i went to the other day said "" it must by comforting to have gone to a heart surgeon like him who will do nothing for you "" ."
31304,recommends,recommend,VERB,,Sing,3,Pres,,,1,['recommends'],[26021],31,31,Third-Person Present Tense Verb,"if you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor . . . he is the one for you .","If you want a doctor who will lie to you and say he will operate and then change his mind , and not know what he is talking about when he recommends procedures at other hospitals and says they are what you need , when they will not work for you , go to this doctor ... he is the one for you ."
31432,Workers,worker,NOUN,,Plur,,,,,1,['workers'],[3667],0,0,Plural Noun,workers who do these introductions look at the interaction objective ##ly ; and it ' s good to see they are able and willing to say no if they feel there would be a problem .,Workers who do these introductions look at the interaction objectively ; and it 's good to see they are able and willing to say no if they feel there would be a problem .
31466,people,people,NOUN,,Plur,,,,,0,['people'],[2111],7,7,Plural Noun,but not at a risk to other people ' s pets .,But not at a risk to other people 's pets .
31477,gives,give,VERB,,Sing,3,Pres,,,1,['gives'],[3957],1,1,Third-Person Present Tense Verb,"he gives the phone to a girl , she says , i have to have your address , i say , do you deliver to 17th and locus ##t , she says , your exact address , i say 1 - 7 - 0 - 1 locus ##t , are you sure ? she asks ?","He gives the phone to a girl , she says , I have to have your address , I say , do you deliver to 17th and locust , she says , your exact address , I say 1 - 7 - 0 - 1 Locust , ARe you sure ? she asks ?"
31585,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],9,9,Plural Noun,"they were very polite , eager to answer any questions and willing to wait for us to return from vacation to begin installing our fence .","They were very polite , eager to answer any questions and willing to wait for us to return from vacation to begin installing our fence ."
31611,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],31,31,Plural Noun,we then called the office and the man we spoke to said he ' d send someone out to look at it but could n ' t promise when - two weeks came and went and we heard nothing .,We then called the office and the man we spoke to said he 'd send someone out to look at it but could n't promise when - two weeks came and went and we heard nothing .
31648,directions,direction,NOUN,,Plur,,,,,1,['directions'],[7826],19,19,Plural Noun,"we returned after 3 pm , found no one there , and a note from the inn ##keeper with directions to our room .","We returned after 3 PM , found no one there , and a note from the innkeeper with directions to our room ."
31671,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,"the worst thing that can happen for any restaurant like za ##ha ##v is to have too many people write hyper ##bolic reviews making claims that "" everyone "" is going to "" love "" the food , decor and service .","The worst thing that can happen for any restaurant like Zahav is to have too many people write hyperbolic reviews making claims that "" everyone "" is going to "" love "" the food , decor and service ."
31749,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"then again , for the three of us who din ##ed together , two pieces of flat ##bread left us fighting for more , and licking the hum ##mus from our fingers ( and yes , those two pieces of flat ##bread did represent a three - person order ) .","Then again , for the three of us who dined together , two pieces of flatbread left us fighting for more , and licking the hummus from our fingers ( and yes , those two pieces of flatbread did represent a three - person order ) ."
31796,restaurants,restaurant,NOUN,,Plur,,,,,1,['restaurants'],[7884],9,9,Plural Noun,"service was average , but nothing special , and restaurants that are supposed to be excellent should do a better job of training their waits ##taff to be com ##mun ##icative and friendly , not merely capable .","Service was average , but nothing special , and restaurants that are supposed to be excellent should do a better job of training their waitstaff to be communicative and friendly , not merely capable ."
31901,into,into,ADP,,,,,,,0,['into'],[2046],5,5,Translative Case,"perhaps had we not gone into this restaurant believing za ##ha ##v was going to be golden as its name suggests ( and as the many golden reviews seem to at ##test ) , we would have enjoyed a decent little expensive experience .","Perhaps had we not gone into this restaurant believing Zahav was going to be golden as its name suggests ( and as the many golden reviews seem to attest ) , we would have enjoyed a decent little expensive experience ."
31942,dresses,dress,NOUN,,Plur,,,,,2,['dresses'],[14464],16,16,Plural Noun,at my appointment the girl helping me was unable to adequately lace up some of the dresses .,At my appointment the girl helping me was unable to adequately lace up some of the dresses .
31960,dresses,dress,NOUN,,Plur,,,,,2,['dresses'],[14464],35,35,Plural Noun,"they either : a ) do n ' t want to give it to me because they do n ' t want me purchasing the dress elsewhere or b ) are rec ##rea ##ting the dresses themselves ( ie stealing other designers ' dress designs and "" filling the orders "" by their own seam ##st ##resses ) .","They either : a ) do n't want to give it to me because they do n't want me purchasing the dress elsewhere or b ) are recreating the dresses themselves ( ie STEALING other designers ' dress designs and "" filling the orders "" by their own seamstresses ) ."
32011,sales,sale,NOUN,,Plur,,,,,1,['sales'],[4341],11,11,Plural Noun,"aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong i was about how another dress that i loved compared to one of her dresses that i was trying on .","Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on ."
